label,sentence_name
"Hi, my name is Cindy Mastry with Yoga Etc.",bEAy71HZC9M_0-1-rgb_front
"So, we found a wall right here.",0vHattAvsqk_3-8-rgb_front
This is going to get you best tailslide possible.,-eSwgmd4XaQ_5-5-rgb_front
"Once it dries, it's done.",0rsdwK7sHjE_23-5-rgb_front
Comes in a fahrenheit and centigrade scale.,-cv1gZaGtNk_19-5-rgb_front
About a quarter inch slice like that.,1ghvkzsMgbM_12-8-rgb_front
You can go save the day.,-e28snEMnO4_5-5-rgb_front
"For girls, wash your make-up brushes and sponges often.",1bm6Ur4Z4BQ_7-8-rgb_front
So put a peony cage around them.,0wPJGhjnX-s_16-8-rgb_front
There is the tack patch.,5c2eJSafE3M_19-5-rgb_front
Up.,03xD5BhCG94_17-8-rgb_front
Press down all the way.,0EjXICFqrKo_28-8-rgb_front
The seam in the middle right here.,1gXWDKek85Y_11-8-rgb_front
I really like using each of these products.,1J-XWwbc53M_13-5-rgb_front
Hello.,-fSI2e1pqkY_0-5-rgb_front
Got baking soda here.,49P4e1DLm6w_15-8-rgb_front
Alright.,1KXI9v9nwz4_9-5-rgb_front
Do what I got to do.,1AaO0RFu9j8_5-8-rgb_front
It's very easy to start doing this.,1IRHEhx1lBs_10-5-rgb_front
Let me let you know this.,1cNZVa2285k_3-8-rgb_front
David: Yes.,0psMj0gsJjs_28-5-rgb_front
You don't want to cut your pants.,1gXWDKek85Y_16-8-rgb_front
Now thereâs two kinds of zooms.,1retf-icZlQ_7-8-rgb_front
And that causes a pressure in the bag.,04hnjLKHh2g_4-5-rgb_front
People are willing to die for whatever they want.,11nApVmQepI_13-8-rgb_front
Just do some kneading.,2G29ijsPVXI_9-5-rgb_front
This switch is the on and off switch.,23h1jHxDBFc_4-5-rgb_front
That's a great way to do that.,-BrxzwEb3E8_5-8-rgb_front
What do you feel that that's working for you.,3-fARE8grc0_23-8-rgb_front
The non-alcoholic Spiced Punch.,02WRxAwx-Bo_25-8-rgb_front
We previously went to the outside.,002pHlZGEQ8_2-5-rgb_front
today we're going to talk about model cars.,16W1jnZzfi4_1-8-rgb_front
Notice it's straight across.,1cZcma6WzEg_9-8-rgb_front
to a privilege family.,1pWVfHd-Nwc_3-8-rgb_front
Change on five.,1d3UApdR58M_14-8-rgb_front
Put this top part back on.,0zD5Uh7S35A_2-5-rgb_front
I am a proponent of using toilet bowl de-limer.,42c5l12RhWo_3-8-rgb_front
Let's get everything out of the way here.,1IzJ7lr9J6E_3-3-rgb_front
It's called tapping on the center.,1g8yWLfws8I_3-8-rgb_front
"But, different lenses do different things.",5z_z6opEIH0_5-3-rgb_front
Especially on guys with big shoulder muscles.,1P6n7Tv8oco_22-8-rgb_front
Get everything blended.,Bbd7ZBJK9xc_6-8-rgb_front
My name is Dean Hale.,5Lh23UUvx2M_17-8-rgb_front
This can give us clues into a character.,0v5btE6B2xQ_15-8-rgb_front
It feels very different.,1QBezkHsXd4_8-8-rgb_front
Which he picked the font out online.,-BhMzw-Pem0_4-8-rgb_front
"Okay, great.",2nOClTVZ-0w_0-8-rgb_front
Everything is looking back to that side.,1bYIR6SR9Qs_3-8-rgb_front
Make it nice and tight.,-7BtY3iQIdo_4-8-rgb_front
You can use different pen points.,1-QN6nnXLmg_5-5-rgb_front
We're writing it out word-for-word.,0GwSyviALiU_4-11-rgb_front
The upper zone that represents these upper strokes.,11ysPjNRN4Y_10-1-rgb_front
"Now, we're going to take the tape off.",a0te0H5ms1Y_24-9-rgb_front
Make sure that the band is secure up top.,1AtdCMxgF2Q_8-8-rgb_front
And that's a half step.,3NxjaQtJT4A_8-5-rgb_front
What do you see?,--8pSDeC-fg_8-5-rgb_front
Go all the way to the end.,1TUhpDtbOck_9-5-rgb_front
And try again.,aewpNjI88kw_8-5-rgb_front
Their snout is broad and rounded.,aa3nSACjDQM_9-5-rgb_front
"And how to use your time, efficiently.",1GjvLelvNE0_1-5-rgb_front
But it was really funny and correct.,18NasCihOMs_40-8-rgb_front
The other important thing on race day is hydration.,-CM5y50t9yg_8-8-rgb_front
This character might be shy.,0v5btE6B2xQ_16-8-rgb_front
Those can go into the package.,0FrdEk0KBzg_21-1-rgb_front
"If you don't meet your purpose, nothing else matters.",3NFVQAQDGXE_8-8-rgb_front
This has worked quite a bit better for us.,1CjA3Xzvd0k_11-5-rgb_front
I know -- he's not talking to me.,5GHCXLNcgUQ_1-5-rgb_front
"And, you'll see a white powdery stuff.",2fTOklTjdMM_20-1-rgb_front
So once again.,1s5gc78drOE_17-8-rgb_front
Drop.,0yIzZP0UGdw_17-8-rgb_front
It's okay to go ahead and torque them.,305bKBYRZfk_18-8-rgb_front
We need something to sop up that sauce.,1TB2EBT2WQI_3-5-rgb_front
"Now, notice his fingers aren't clinched.",1UG52nvLLVA_20-5-rgb_front
That's really all you have to do.,5dodEz2r56M_5-8-rgb_front
"1, 2, 3, 4, 5, 6, 7.",1nN1DqwS0q4_12-11-rgb_front
I can kick him in the leg.,002pHlZGEQ8_11-5-rgb_front
No you can't see that chocolate.,aOZYGJYBzAo_10-8-rgb_front
That leaves a little bit more matting around it.,16y-dsX1MDk_16-8-rgb_front
So her palm faces as far back as possible.,3Aq_KJZR-2w_9-5-rgb_front
Maybe a little taller bars.,1m_A7gr1174_16-8-rgb_front
"Alright, there are basically two types of toilets.",54ERX_j7PGE_0-5-rgb_front
Am I right or am I wrong?,14309WSFpWg_8-8-rgb_front
It's called mark be gone.,5VseAeFbfgI_21-8-rgb_front
"It doesn't use IgG, IgM -- none of that.",1DVNJsslUPw_11-5-rgb_front
So we're going to begin today on sports massage.,3PNHgu8nVWA_7-5-rgb_front
"Ok, now our drain is hooked up.",0I9Ks-BPfDs_9-5-rgb_front
They're very interesting fish to watch.,1rGiqgUx360_2-8-rgb_front
Just like that.,3FJsNfuPILA_16-8-rgb_front
That's how you successfully write a story.,aD7Kmdiuigo_37-5-rgb_front
"Alright, we've introduce forward rolling.",11aqPfA6Zgo_0-8-rgb_front
I've prepped Matt.,07EGkSiMsL0_1-5-rgb_front
They are so fast drying.,-fSI2e1pqkY_13-5-rgb_front
We're making light switch plate covers.,0rsdwK7sHjE_2-5-rgb_front
We're scoring it right now.,16bpLAi_vTM_4-8-rgb_front
Kind of sticky mix.,22qgKXLM0j4_26-5-rgb_front
Yee-haw!.,07U8pEf63Pw_3-5-rgb_front
Or rub her shoulder or rub her feet.,08nsvHZLNfE_25-5-rgb_front
"It is legally binding, but it's all spelled out.",1VHODMDPRbo_16-5-rgb_front
It'll come out?,0C_NjyLtHwc_17-8-rgb_front
Everybody's eyes open and the game begins.,-0oP2H0vAGY_8-5-rgb_front
So made in Japan.,3MXwlCKtSPU_21-5-rgb_front
A swan.,5agwuoxNssM_3-5-rgb_front
So that's what I drew here.,0wxWnnaOhbM_5-5-rgb_front
This is scrap paper.,1RvUSobtOfk_3-5-rgb_front
We've got a flame in there.,-3sFcDBFxc8_14-5-rgb_front
That's kind of ticketing and scheduling in a nutshell.,3dO7BI93adU_10-5-rgb_front
But he's very intelligent.,0plX1nykYwE_14-5-rgb_front
"So, now that I have the placket taken apart.",1KWcAgqPvEw_1-5-rgb_front
"For a natural solution, try baking soda.",1bm6Ur4Z4BQ_9-8-rgb_front
"This is just a very, very, natural look.",09KiqMdCSKc_13-8-rgb_front
So yeah check it out.,Bf5CyPGOpW8_22-4-rgb_front
Blocking more with the forearm.,1_udNnVFDp4_11-8-rgb_front
There's not really a term for that.,05snMPwCV98_10-5-rgb_front
There's fewer things to go wrong.,49P4e1DLm6w_24-8-rgb_front
Just in the middle.,10d1oeViKYw_8-5-rgb_front
Chamomile is good also.,1mR-3aBnMFo_10-8-rgb_front
What is the difference?,3oSvyY2f4ZQ_20-5-rgb_front
Other side.,5YMC8pMGeTA_21-8-rgb_front
And that leads down into the pastern.,1olaFIqQ10A_6-8-rgb_front
Go for it!,1PD7HXermBM_10-8-rgb_front
I am a proponent of using toilet bowl de-limer.,42c5l12RhWo_3-5-rgb_front
You want to have a fire.,0sY5frjH9nw_4-8-rgb_front
Just enough to give a bit of a color.,3TKkSL9OYAg_21-5-rgb_front
"Also, these ones are more hardcore, okay.",20qFsdFD3io_11-8-rgb_front
Thank you and have a good day.,atQrRCf_Xxw_15-8-rgb_front
You want to keep your body nice and align.,-eaisNdrTS4_20-5-rgb_front
Now this time since I've been going this way?,ah-PM4tolJ4_16-5-rgb_front
"And that's a beautiful, advance split bow variation.",13X0vEMNm7M_19-5-rgb_front
"One and three, four.",1cDoGd8wPfw_13-5-rgb_front
I'll just put that information out to you.,1kMcBHJ2IPM_8-8-rgb_front
That is low English.,1-VX310yQTw_25-1-rgb_front
You can see there are some stairs here.,5XSD1NAFaxA_3-8-rgb_front
Knife lies like this across your fingers.,-fPRgGA3QYY_12-5-rgb_front
Not special in any way but I peeled it.,3RqJnxOWNyM_11-8-rgb_front
"The block, one, two, side step, move the body.",1Q2BYTlbdiE_15-8-rgb_front
Spray that down.,476vh2-HlV0_5-5-rgb_front
"We can get rid of these afterwards, these marks.",1Z4f7kN6yWY_5-8-rgb_front
Start with my left side.,-BABPsEWA54_14-3-rgb_front
It's really about what the asparagus itself looks like.,3LtXtL6PX0Q_10-5-rgb_front
And ask your client to intertwine their fingers.,1Yp-xuljnDM_10-8-rgb_front
"So, you can always cut off the greenery.",aCc-DzPTDo4_12-5-rgb_front
There we go.,Bbd7ZBJK9xc_3-8-rgb_front
The legs are stacked.,03xD5BhCG94_1-8-rgb_front
So we're going to start again on this one.,--dANj_01AU_13-5-rgb_front
It really helps.,2Z3CpALUO9o_4-8-rgb_front
Psychologists are not allowed to prescribe medicines.,asnjOLvpsoQ_21-8-rgb_front
You want to be careful about that.,14i542dF6Ps_8-8-rgb_front
This stuff really drain's you.,biBBePKaQMY_13-4-rgb_front
You want to keep it long and lean.,07mFG9turoU_19-5-rgb_front
You can't hand it out to distributors yet.,0xh74_xfC5A_16-5-rgb_front
There we go.,0rbUEsOc434_6-5-rgb_front
That's when accidents happen.,-1fUFbij2s0_3-5-rgb_front
"So again, we are attacking the front foot.",1yEMYc7n3dU_14-8-rgb_front
"Here, here boom, boom, boom.",1hB73-7GUFw_26-5-rgb_front
"Rats make wonderful pets, for family and children.",bbNhK0g8fJY_6-8-rgb_front
You got to get into it.,1KTyhaoXjBE_6-5-rgb_front
Some cases are a little more difficult to sex.,1L0GSTIb9Vs_5-5-rgb_front
You've got natural and synthetic.,-Aiz9jYxt4g_5-8-rgb_front
And that's how to pancake a volleyball.,2uw1MV-N3Ec_5-3-rgb_front
"Next, two working body cords.",0H60j0VxTaE_8-5-rgb_front
It's a nice way of cutting this layered hair.,1cZcma6WzEg_4-8-rgb_front
I've got his hair ready.,07EGkSiMsL0_2-5-rgb_front
That's your basic ring throw.,b6ZncJ7ikxQ_13-8-rgb_front
I don't want this one.,0xxbsy0Ek9I_15-5-rgb_front
It's the symphony.,-f8UHZWw9Zs_7-5-rgb_front
A lot of people have unrealistic projections.,1rs4i373I7w_7-8-rgb_front
It's very simple.,0DU7wWLK-QU_5-8-rgb_front
Whatever you might learn.,-B0GueDqaoY_9-8-rgb_front
"Five, six, seven, eight.",14Pag7RIAsk_12-8-rgb_front
Have a bargain golf ball bin.,5sdZhVCmDJ4_3-4-rgb_front
So come on down to your mat.,1T2EUqlbTtk_2-5-rgb_front
Now we're also going to flat the five.,47HHNulBaX0_8-5-rgb_front
We can check that we're hooked one more time.,1RKo1xJauj4_12-5-rgb_front
"So, see the physician.",1yq7yP8Dda8_17-8-rgb_front
Keeps the steam away from my face.,1jx2aBn_2_U_25-8-rgb_front
"One, two, three, four.",1cDoGd8wPfw_11-5-rgb_front
It'll help out.,49P4e1DLm6w_7-5-rgb_front
"Get the good stuff, alright?",097l3R1JCFQ_5-5-rgb_front
I can't hear him.,5GHCXLNcgUQ_2-5-rgb_front
This is all done with tiger tail.,07TdlpHnhtU_7-5-rgb_front
The wire strippers we have different sizes.,2L0cIk45VhA_15-1-rgb_front
You can gargle with hydrogen peroxide.,3EqWVwr_Iqc_12-5-rgb_front
"Still come down, exhale up.",10d1oeViKYw_21-5-rgb_front
So it's going to pull up like this.,1lEWHTj1gi0_4-8-rgb_front
So Tiffany will have beautiful highlights when we're done.,14ZYG0hU6G8_12-8-rgb_front
Now we already have a mounted rod here.,1TUhpDtbOck_1-5-rgb_front
This has been maintaining your climbing rope.,bgGB_uXI5Sc_13-8-rgb_front
"Get some books, read about the bird.",b4bK9WtPz4A_1-5-rgb_front
It's excellent for moisture and shine.,aPWX82zLo50_6-5-rgb_front
And that's what we have on milk.,5O8kZa59YZU_13-8-rgb_front
We're going to get some great shrimp.,5x3CorS_t30_6-5-rgb_front
You break it loose.,0z-gCDC8oOw_18-8-rgb_front
"For many years, a driver could be any length.",1LjH--6h_rk_4-5-rgb_front
The binding pretty much looks a lot like this.,1Oj0xMGOmqc_1-8-rgb_front
"Shift back, turn on the toe, lifting the heel.",1dLchY8R6tU_4-8-rgb_front
Hug it.,0zzQqETJdi8_23-5-rgb_front
"One, we can have these guys rush the kicker.",1DAuiP69Xtg_6-5-rgb_front
This is a spinning outfit.,1TUhpDtbOck_2-5-rgb_front
That means you didn't iron it long enough.,47DGHJiOzPQ_6-5-rgb_front
"It's called ""relaxed and confident body language.""",1LgVgklOYCQ_1-5-rgb_front
Here is our tattoo machine.,0qYzADqK-Z4_4-8-rgb_front
You can also use mattifying products.,0HMTm0ljVl8_10-5-rgb_front
Stretching in all directions and breathing.,03pzaOT7rPM_7-8-rgb_front
"So, I like using a fine grained sugar.",414pAs3SDu0_15-5-rgb_front
We started with the basic step.,3uRgOnJbEkI_8-8-rgb_front
This is a made in Japan Avon mug.,3MXwlCKtSPU_6-5-rgb_front
Our supply lines are hooked up.,0I9Ks-BPfDs_10-5-rgb_front
It's just this cloth.,2Z3CpALUO9o_39-8-rgb_front
Bring your nose towards the mat.,0EjXICFqrKo_10-8-rgb_front
"So, make sure you get the milk.",BbBdxWO88-I_32-8-rgb_front
Set it aside.,1lR7MGvcZ_U_7-8-rgb_front
All right.,-djRbCXJLYo_2-5-rgb_front
It will all be worth it.,3mjTbgSBlhE_19-5-rgb_front
Maybe a Malbec from Argentina.,alsOytcPxas_6-8-rgb_front
We use a hydrating shampoo.,46wX8xjt7mA_6-8-rgb_front
You're going to place it in your mouth.,1XMJJ7B4Vjo_4-3-rgb_front
"Okay, now we are going to add some scallops.",14vF1lPQCgc_0-8-rgb_front
"Begin, by just smelling the page.",0CrEEBjBSTM_13-3-rgb_front
"They're delivered for fast strikes very quickly, okay.",20qFsdFD3io_30-8-rgb_front
Not so much fringe hanging down.,1Ve6jGdkdRY_9-5-rgb_front
Their toenails need to be clipped.,-CI0wTBVlaI_10-8-rgb_front
And this is our chocolate cracker.,-BFCJ9zmfOo_19-8-rgb_front
"Okay, great.",00m1mQFF5zo_9-3-rgb_front
So we're going to make words.,0sYti1jhaww_7-8-rgb_front
"Hi, I'm Nancy with the Utopia Animal Rescue Ranch.",1c9hnVZvojI_1-8-rgb_front
Which is raised up off the floor.,1joPNyRKT78_17-8-rgb_front
"Yeah, that's it.",1gXWDKek85Y_24-8-rgb_front
"Ok, guys.",00DKFksyVnQ_1-5-rgb_front
But a top.,1RKbOiQngXo_6-5-rgb_front
You start taking out the hardness.,1lSZAzOSNGs_18-8-rgb_front
You don't want extra chemicals in your tea.,3yjFlBByBX4_2-1-rgb_front
My name is Daniel King.,-0N0jbyBW6g_10-5-rgb_front
Matches can be really long.,3_EsFz2QLws_4-5-rgb_front
"One, two, three, four, five, six.",1d3UApdR58M_30-8-rgb_front
Hello!,-f7htdZ3Kk0_0-5-rgb_front
"So, from the top is the best bet.",1JfvA3hlnJs_11-5-rgb_front
This is just a very simple test.,02LnULLXds4_3-8-rgb_front
"Play with the breathing inhale, exhale.",2-hvU0YdLRY_17-8-rgb_front
I think that environment is very important for productivity.,01j1UveqztE_8-3-rgb_front
You need to clear a space.,1EEgqE9W4k8_9-3-rgb_front
"What you're looking at here, this is DOT-3.",1eA1cI1yI7w_2-8-rgb_front
Low English is going to draw the ball back.,1-VX310yQTw_22-1-rgb_front
You want to take a nice big brush.,09KiqMdCSKc_5-8-rgb_front
"Next stop, South America.",-70D86eMmIc_12-5-rgb_front
So here we go.,aygp09D7Z_w_18-5-rgb_front
This is my solution.,1UE7-4mORi0_1-5-rgb_front
Place the front wheels back down.,0xmdaovBNms_6-5-rgb_front
Let's do that one more time.,-c5CKp2JWHE_15-5-rgb_front
The more the merrier.,-0oP2H0vAGY_2-5-rgb_front
"This is the book I recommend, Improvise This!",17hrR6QZBdU_30-8-rgb_front
I wonder why.,07U8pEf63Pw_2-5-rgb_front
They're much more famous for their watch making industry.,204pffNcQbc_2-8-rgb_front
Ready?,14weIYQswlE_32-8-rgb_front
"And as in anything, practice makes perfect.",-1fUFbij2s0_35-5-rgb_front
Let's look at candidates.,-f7htdZ3Kk0_2-5-rgb_front
It's the entire series.,1m_A7gr1174_5-8-rgb_front
Hey pups how are doing?,1qksnbHvJLY_5-8-rgb_front
"I have my knife in my hand, okay?",-fPRgGA3QYY_11-5-rgb_front
And we're going to chop now our green scallion.,4-Jt6C_aKpc_15-5-rgb_front
And that's a pull off.,3wAKK4jQrXw_10-5-rgb_front
Or through a card show.,1fPFcBdBziw_15-8-rgb_front
Choose a number.,1iNZfYho0yc_2-11-rgb_front
Even everything out.,-9D6kP1TgbY_19-8-rgb_front
Wrong plant; wrong place.,1Q1BxWGurrA_12-8-rgb_front
I have one here handy.,0z-gCDC8oOw_9-8-rgb_front
Do it on the other side.,1TulVSuotyY_15-5-rgb_front
"They're very inexpensive, easy to get.",-Aiz9jYxt4g_3-8-rgb_front
Here's one pair that I found.,-CmdMw3PKV8_18-8-rgb_front
Brushing your hair has a few different advantages.,-DV52J2dGWQ_1-8-rgb_front
Wings basically follow a bat wing.,-a9uCz7Bo5E_27-8-rgb_front
Can the camera catch this?,BJebuYFoRis_14-8-rgb_front
We're working down and up.,02aFykvwx6M_11-8-rgb_front
And now we're ready to make our volcano erupt.,49P4e1DLm6w_19-5-rgb_front
"I don't know, let's try some yellow.",-8tIt1vEinQ_12-8-rgb_front
"And, so, that was kind of tough.",-06_nJnhORg_19-5-rgb_front
"Again, my name is Wes Rhodes.",1_udNnVFDp4_27-8-rgb_front
That's simple as that.,0C_NjyLtHwc_75-8-rgb_front
The little gold circles.,1jx2aBn_2_U_10-8-rgb_front
Step.,b11STwEhshU_6-5-rgb_front
Where do I take classes?,1ovWfK_k3-Q_1-8-rgb_front
And I'm going to do the same thing here.,1bziHM2QeX8_11-8-rgb_front
Never go there again.,2-zlrJXlOGA_15-8-rgb_front
Never be the guy that gets hit.,0JtcVYXue30_10-5-rgb_front
"It's a nice, quick, sort of more convenient massage.",15-Lma3_mQ4_13-8-rgb_front
"It's unfortunately but trees get old, trees get sick.",1FMpHi-f3WY_2-5-rgb_front
"Here, here boom, boom, boom.",1hB73-7GUFw_27-5-rgb_front
"Just give it a good good rub, okay?",1r9BuA9JwsY_4-11-rgb_front
The ergot is similar to the chestnut.,1olaFIqQ10A_15-8-rgb_front
You just want to press down.,1NsGTF3dlIo_14-8-rgb_front
"So Melissa, you're facing me, right?",1Q2BYTlbdiE_17-8-rgb_front
"Even this one here, for the younger boxers.",1jeK8PkhsR4_22-8-rgb_front
"Teri: Oh, Ah.",0psMj0gsJjs_21-5-rgb_front
Down through center.,0EjXICFqrKo_35-8-rgb_front
So your hand position should be onto your ankle.,07mFG9turoU_15-5-rgb_front
"So again, so you step out, round, jump, kick.",1s5gc78drOE_12-8-rgb_front
"He's exposed, his center is raised up.",002pHlZGEQ8_18-5-rgb_front
These are called pipetters.,1aRNY8wFqa0_0-8-rgb_front
That's why we're using an electric.,15bYoBr7BWs_33-8-rgb_front
Down through center and down.,0EjXICFqrKo_38-8-rgb_front
Cool.,-b44ieHORm4_8-5-rgb_front
I'm Jackie with how to eliminate acne.,1bm6Ur4Z4BQ_1-8-rgb_front
Let's go ahead and zoom in.,0xxbsy0Ek9I_22-5-rgb_front
Don't be afraid.,1VHODMDPRbo_5-5-rgb_front
It's like a self-healing mat.,-_3bUhnn4PU_16-8-rgb_front
That's the way to stay out of the wrists.,-BrxzwEb3E8_10-8-rgb_front
But I'm going to do my four.,1FStJdud1lQ_20-5-rgb_front
I'm Robert Stewart with Hill13.com.,axMUhvgrWrs_1-8-rgb_front
"Wow, they're so close together.",2ckGjVDGnYE_22-8-rgb_front
Paint whatever strikes you as interesting.,06St8W_JHok_8-5-rgb_front
There we go.,49P4e1DLm6w_21-5-rgb_front
This just adds a little dimension to it.,1WZGAIBhaPs_11-5-rgb_front
That's pretty much what taping is.,1ikV8IVFpBw_10-8-rgb_front
This is a Manfrotto 055.,5L334OJnp7w_9-5-rgb_front
So I will demonstrate that.,5pvdT18f92A_8-8-rgb_front
That really helps keep the sound from going up.,2-3DDnF8ZLk_12-8-rgb_front
And this hair is a little heavier.,02QGTJlJYnM_17-8-rgb_front
There you go.,3RqJnxOWNyM_15-8-rgb_front
Go ahead and turn your bag inside out.,146HWl-YGTo_2-8-rgb_front
On the map it'll have like little lines.,1jzQa7PnItU_12-3-rgb_front
Because you don't want that mixed into your paint.,1jAFRRkU4ic_12-8-rgb_front
I'm talking about myself as well.,0GLi2UAP2CY_12-8-rgb_front
They make yellow corn meal and white corn meal.,23GbjIU50qw_16-8-rgb_front
It's incredibly cheap.,1mN7gG892WI_6-8-rgb_front
Slice about a inch into there.,a0lZW6Lo7jw_5-8-rgb_front
Now we are ready to start with the lipstick.,1tIp58DN8Nw_12-5-rgb_front
It's just depends.,0xh74_xfC5A_10-5-rgb_front
And you just hold onto this.,0C_NjyLtHwc_62-8-rgb_front
Lift.,b11STwEhshU_11-5-rgb_front
That's one pathway.,1DVNJsslUPw_5-5-rgb_front
The trigger is up in the handle.,1pPAkrfqnHg_3-8-rgb_front
You can use all purpose flour.,1hIoLzfQJdY_4-11-rgb_front
These scissors are probably 30 years old.,0Esq_TAc-1Y_9-5-rgb_front
And there's our neckline seam.,0wxWnnaOhbM_9-5-rgb_front
Emerald Isle Cocktail.,01m9yM04RwY_18-3-rgb_front
"I'm really sorry, I'm deeply sorry, I'm objectively sorry.",3CrOUbBvRkQ_14-5-rgb_front
Now this will give you the proper measurement.,0EW2ql96Ksc_8-8-rgb_front
There is lots of things.,1bq4LWVsU-8_6-8-rgb_front
This clip is about writing a story.,aD7Kmdiuigo_1-5-rgb_front
Will you lose some accuracy?,1LjH--6h_rk_12-5-rgb_front
Make sure you get a good coat.,1sIQ1SMNHqM_19-8-rgb_front
You also need a sponge.,1BE6JW91TyM_5-8-rgb_front
You'll see that it's not even.,-9nBmSvp2Co_3-8-rgb_front
Not very big.,BJIygZtYwXM_11-3-rgb_front
As the case maybe.,1PhHBWErK9Q_17-8-rgb_front
You repeat it.,00m1mQFF5zo_7-3-rgb_front
That is the biggest thing.,-fSI2e1pqkY_22-5-rgb_front
And that's how you can exercise in your car!,1pDmmsYwDJA_14-8-rgb_front
"I mean, it's not that big a deal really.",1in4niLBTxc_7-8-rgb_front
We have 2 small and one large earring.,0rAc9hk-Ylk_7-5-rgb_front
Or pay attention to your body.,1El9Lb_fT68_14-5-rgb_front
Do a workshop.,1B-uqjIDMKk_10-8-rgb_front
"Again, that's it.",1Q2BYTlbdiE_31-8-rgb_front
Good!,14weIYQswlE_30-8-rgb_front
"So, this is the end of the second measure.",1cDoGd8wPfw_4-5-rgb_front
Notice where Shaun has his hand.,11dfT7iY3kI_4-8-rgb_front
This next collar style is a stand collar.,aGITk8jgtwQ_0-5-rgb_front
My name is Monique Richards.,1d1uWUUHJZQ_1-3-rgb_front
You can get these from specialized jewelry stores.,1EeikJuDNao_9-5-rgb_front
Don't use too much powder.,1T7lJGCShG0_25-5-rgb_front
"And, typically it's going to button.",2Avq_ST7qPU_10-5-rgb_front
Another sign that labor is getting closer is lightening.,18PiUlfjLEQ_0-2-rgb_front
Now we have 759.,1P0oKY4FNyI_15-8-rgb_front
They don't just cross.,05pLyheXjeo_12-5-rgb_front
That's okay.,-9nBmSvp2Co_9-8-rgb_front
We just talked about ear points to quit smoking.,1qYHdB1eWQc_0-8-rgb_front
Maybe even a dedicated bucket.,3daeOlNR8_A_30-5-rgb_front
Rather than articulate the spine.,aD-Fbewpd3s_8-8-rgb_front
Pajamas.,1IHiA_6XXrI_26-5-rgb_front
Or give a line.,1zRg1-tq9Uc_14-8-rgb_front
"And one, two and three, four.",1cDoGd8wPfw_19-5-rgb_front
"From here, extend the ball out to ninety degrees.",aD-Fbewpd3s_5-8-rgb_front
Naturally you want to shake your paint up.,16W1jnZzfi4_15-8-rgb_front
Especially if you have a family.,-b4_y6LOSx0_7-8-rgb_front
You can use on different parts of the dog.,0Esq_TAc-1Y_20-5-rgb_front
You don't have to smell good.,0wf7V55xjvQ_22-8-rgb_front
"And today, I get to play with foiled glass.",3mjTbgSBlhE_12-5-rgb_front
And that is navasana or boat pose.,1eCzLIfdH2o_11-8-rgb_front
It adds a nice tartness to the soup.,anxhVQxvPGs_10-5-rgb_front
This way it's just slowly flowing down gently.,1UG52nvLLVA_37-5-rgb_front
"So, ready golf is a good part of etiquette.",0HPNKFjr1KQ_5-5-rgb_front
"First of all, how bad do they look.",02yXvi1VmPI_8-8-rgb_front
Just going to come down here below it.,1mcmnmxg64U_12-8-rgb_front
So why not make your own all natural cleanser?,1hpps7Dqdio_1-8-rgb_front
Again in general the leader is using his frame.,1roNMBxogDE_5-8-rgb_front
Now you're going to reverse it.,0EjXICFqrKo_26-8-rgb_front
You can do the left.,07U8pEf63Pw_14-5-rgb_front
Edmunds.,1OzBoBBc4bw_12-8-rgb_front
"That's where it starts, is with trapping that line.",-ayXzLtkpQU_2-8-rgb_front
Why does it have that?,4PE3myd8L3Q_12-5-rgb_front
There's some great quotes in the back.,17hrR6QZBdU_18-8-rgb_front
How do you feel about yourself?,--8pSDeC-fg_7-5-rgb_front
Whatever feels good for you.,1fdMM1LuAsY_6-8-rgb_front
Those are great things to store your tea in.,1QEuGAGkxjg_4-5-rgb_front
"Alright, so to summarize it, we do it again.",2iFx_uR3GBQ_16-1-rgb_front
"Well, let me tell you.",2ckGjVDGnYE_13-8-rgb_front
A lot of trails are marked with paint blazes.,1jzQa7PnItU_3-3-rgb_front
Ask your friends for advice.,23vZCOWd5oE_11-5-rgb_front
David: Yes.,0psMj0gsJjs_18-5-rgb_front
There you have it -- the tomahawk dunk.,2ufkA0BzGSY_13-8-rgb_front
Which on this paper it usually takes two.,-AZVqXtWGg0_17-8-rgb_front
"And it's not really clear, exactly why this is.",1PhHBWErK9Q_20-8-rgb_front
"Now, a regular pass, thumbs down, ok?",48DncKS_yN0_15-8-rgb_front
"If we can find that wine, it's just perfect.",3JIZryXZ-AA_10-8-rgb_front
I have to be afraid to make mistakes.,079tjgCukM4_5-5-rgb_front
So I like those numbers.,07EGkSiMsL0_19-5-rgb_front
Go to your local beauty store.,BbBdxWO88-I_34-8-rgb_front
It doesn't have to come up very far.,13X0vEMNm7M_10-5-rgb_front
"Now, let's mix this up real well.",01m9yM04RwY_8-3-rgb_front
This is soy bean oil biodiesel.,53azmnNFcPQ_17-5-rgb_front
The only one I have is from Italy.,4PE3myd8L3Q_17-5-rgb_front
"There you have it, your simple lily.",1E70qW68aZw_25-5-rgb_front
Great job Valerie and Linda.,1lCah99RqJg_17-8-rgb_front
Take a nice inhale and exhale come back.,0zzQqETJdi8_9-5-rgb_front
You don't want that.,1I6c2InPr0A_7-5-rgb_front
"After that, a combination treatment works very well.",0DU7wWLK-QU_15-8-rgb_front
Good.,1Tix6cnQko4_13-5-rgb_front
And you need an idea for a centerpiece.,beiObN0JB7c_16-5-rgb_front
